country_name,alpha_3_code,date,school_closing,school_closing_flag,school_closing_notes,workplace_closing,workplace_closing_flag,workplace_closing_notes,cancel_public_events,cancel_public_events_flag,cancel_public_events_notes,restrictions_on_gatherings,restrictions_on_gatherings_flag,restrictions_on_gatherings_notes,close_public_transit,close_public_transit_flag,close_public_transit_notes,stay_at_home_requirements,stay_at_home_requirements_flag,stay_at_home_requirements_notes,restrictions_on_internal_movement,restrictions_on_internal_movement_flag,restrictions_on_internal_movement_notes,international_travel_controls,international_travel_controls_notes,income_support,income_support_flag,income_support_notes,debt_contract_relief,debt_contract_relief_notes,fiscal_measures,fiscal_measures_notes,international_support,international_support_notes,public_information_campaigns,public_information_campaigns_flag,public_information_campaigns_notes,testing_policy,testing_policy_notes,contact_tracing,contact_tracing_notes,emergency_healthcare_investment,emergency_healthcare_investment_notes,vaccine_investment,vaccine_investment_notes,misc_wildcard,misc_wildcard_notes,confirmed_cases,deaths,stringency_index
Australia,AUS,2020-01-12,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,0.0,,0.0,,0.00,,,0.00,,0.00,,0.0,,0.0,,,,0,0,0.0
Australia,AUS,2020-01-13,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,0.0,,0.0,,0.00,,,0.00,,0.00,,0.0,,0.0,,,,0,0,0.0
Australia,AUS,2020-01-14,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,0.0,,0.0,,0.00,,,0.00,,0.00,,0.0,,0.0,,,,0,0,0.0
Australia,AUS,2020-01-15,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,0.0,,0.0,,0.00,,,0.00,,0.00,,0.0,,0.0,,,,0,0,0.0
Australia,AUS,2020-01-16,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,0.0,,0.0,,0.00,,,0.00,,0.00,,0.0,,0.0,,,,0,0,0.0
Australia,AUS,2020-01-17,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,0.0,,0.0,,0.00,,,0.00,,0.00,,0.0,,0.0,,,,0,0,0.0
Australia,AUS,2020-01-18,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,0.0,,0.0,,0.00,,,0.00,,0.00,,0.0,,0.0,,,,0,0,0.0
Australia,AUS,2020-01-19,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,0.0,,0.0,,0.00,,,0.00,,0.00,,0.0,,0.0,,,,0,0,0.0
Australia,AUS,2020-01-20,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,0.0,,0.0,,0.00,,,0.00,,0.00,,0.0,,0.0,,,,0,0,0.0
Australia,AUS,2020-01-21,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,0.0,,0.0,,0.00,,,0.00,,0.00,,0.0,,0.0,,,,0,0,0.0
Australia,AUS,2020-01-22,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,0.0,,0.0,,0.00,,,0.00,,0.00,,0.0,,0.0,,,,0,0,0.0
Australia,AUS,2020-01-23,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,0.0,,0.0,,0.00,,,0.00,,0.00,,0.0,,0.0,,,,0,0,0.0
Australia,AUS,2020-01-24,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,0.0,,0.0,,0.00,,,0.00,,0.00,,0.0,,0.0,,,,0,0,0.0
Australia,AUS,2020-01-25,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,"“People who arrive in Australia from an international flight with these symptoms should alert their airline, or a biosecurity officer if they have disembarked.”  If people start getting symptoms in the week after arriving in Australia, they should see a doctor or go to hospital if they are very ill. If they have travelled to Wuhan, they should call ahead to ensure others aren’t put at risk.  https://web.archive.org/web/20200413093831/https://www.health.gov.au/ministers/the-hon-greg-hunt-mp/media/first-confirmed-case-of-novel-coronavirus-in-australia  ",0.00,,,0.00,,0.0,,0.0,,2.00,1,"25th January- Information at ports after first cases confirmed, but no national campaign as yet. Information is on display at all major international ports around Australia, with instructions on what to do if travellers have symptoms or if symptoms develop.  https://web.archive.org/web/20200413093831/https://www.health.gov.au/ministers/the-hon-greg-hunt-mp/media/first-confirmed-case-of-novel-coronavirus-in-australia",1.00,First positive test of a man from China confirmed in Victoria - testing was based on symptoms and travel history (criteria). https://web.archive.org/web/20200722122217/https://www.health.gov.au/ministers/the-hon-greg-hunt-mp/media/first-confirmed-case-of-novel-coronavirus-in-australia,2.00,First case in Australia confirmed on 25 January 2020. Health Minister's announcement says contact tracing will be undertaken. https://web.archive.org/web/20200402211239/https://www.health.gov.au/ministers/the-hon-greg-hunt-mp/media/first-confirmed-case-of-novel-coronavirus-in-australia,0.0,,0.0,,,,1,0,11.11
Australia,AUS,2020-01-26,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,4,0,11.11
Australia,AUS,2020-01-27,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,4,0,11.11
Australia,AUS,2020-01-28,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,4,0,11.11
Australia,AUS,2020-01-29,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,4,0,11.11
Australia,AUS,2020-01-30,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,6,0,11.11
Australia,AUS,2020-01-31,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,7,0,11.11
Australia,AUS,2020-02-01,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,3.00,"The Department of Foreign Affairs and Trade (DFAT) has advised Australians not to travel to China due to the ""escalating threat"" of the virus, while asking those who have returned from the country to self-isolate for 14 days. People who are not Australians, permanent residents or their families AND who have been in China cannot enter Australia.   https://web.archive.org/web/20200723051122/https://www.abc.net.au/news/2020-02-01/australians-told-not-to-travel-to-china-due-to-coronavirus/11920742",0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,9,0,19.44
Australia,AUS,2020-02-02,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,3.00,,0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,11,0,19.44
Australia,AUS,2020-02-03,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,3.00,"Australian Government organises the evacuation of first plane load of Australians from Wuhan, who then spend two weeks in quarantine: https://www.bbc.co.uk/news/world-australia-51352145",0.00,,,0.00,,0.0,,0.0,,2.00,1,"Messaging changed from focusing on people who had been to China, to general public messaging. See, for example: https://www.facebook.com/healthgovau/photos/a.991516417558722/2904944246215920/?type=3&theater",1.00,,2.00,,0.0,,0.0,,,,11,0,19.44
Australia,AUS,2020-02-04,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,3.00,,0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,11,0,19.44
Australia,AUS,2020-02-05,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,3.00,,0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,12,0,19.44
Australia,AUS,2020-02-06,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,3.00,,0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,13,0,19.44
Australia,AUS,2020-02-07,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,3.00,,0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,"Communicable Diseases Network Australia (CDNA) issues interim guidelines, including comprehensive contact tracing (""contact management""); https://web.archive.org/web/20200212220945/https://www1.health.gov.au/internet/main/publishing.nsf/Content/cdna-song-novel-coronavirus.htm; https://web.archive.org/web/20200213013056/https://www1.health.gov.au/internet/main/publishing.nsf/Content/7A8654A8CB144F5FCA2584F8001F91E2/$File/2019-nCoV-interim%20SoNG-v1.5.pdf",0.0,,0.0,,,,14,0,19.44
Australia,AUS,2020-02-08,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,3.00,,0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,14,0,19.44
Australia,AUS,2020-02-09,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,3.00,,0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,14,0,19.44
Australia,AUS,2020-02-10,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,3.00,,0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,14,0,19.44
Australia,AUS,2020-02-11,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,3.00,,0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,14,0,19.44
Australia,AUS,2020-02-12,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,3.00,,0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,14,0,19.44
Australia,AUS,2020-02-13,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,3.00,,0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,14,0,19.44
Australia,AUS,2020-02-14,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,3.00,,0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,15,0,19.44
Australia,AUS,2020-02-15,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,3.00,,0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,15,0,19.44
Australia,AUS,2020-02-16,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,3.00,,0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,15,0,19.44
Australia,AUS,2020-02-17,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,3.00,,0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,15,0,19.44
Australia,AUS,2020-02-18,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,3.00,,0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,15,0,19.44
Australia,AUS,2020-02-19,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,3.00,,0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,15,0,19.44
Australia,AUS,2020-02-20,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,3.00,,0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,15,0,19.44
Australia,AUS,2020-02-21,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,3.00,,0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,17,0,19.44
Australia,AUS,2020-02-22,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,3.00,,0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,21,0,19.44
Australia,AUS,2020-02-23,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,3.00,,0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,National guidelines updated: https://web.archive.org/web/20200226004558/https://www1.health.gov.au/internet/main/publishing.nsf/Content/cdna-song-novel-coronavirus.htm,0.0,,0.0,,,,22,0,19.44
Australia,AUS,2020-02-24,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,3.00,,0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,22,0,19.44
Australia,AUS,2020-02-25,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,3.00,,0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,22,0,19.44
Australia,AUS,2020-02-26,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,3.00,,0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,22,0,19.44
Australia,AUS,2020-02-27,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,3.00,,0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,23,0,19.44
Australia,AUS,2020-02-28,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,3.00,,0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,23,0,19.44
Australia,AUS,2020-02-29,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,3.00,Ban on arrivals from Iran. People who have been in Iran must spend 14 days in a third country before seeking to enter Australia. https://www.abc.net.au/news/2020-02-29/australia-announces-iran-travel-ban/12013884,0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,25,0,19.44
Australia,AUS,2020-03-01,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,3.00,,0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,26,1,19.44
Australia,AUS,2020-03-02,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,3.00,,0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,First cases of community transmission recorded. News article quotes NSW state Health Minister saying contact tracing will be undertaken: https://web.archive.org/web/20200402211813/https://www.theguardian.com/world/2020/mar/02/coronavirus-first-cases-of-community-transmission-confirmed-in-australia,0.0,,0.0,,,,29,1,19.44
Australia,AUS,2020-03-03,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,3.00,,0.00,,,0.00,,0.0,,0.0,This archived media release from the Australian Foreign Minister sets out Australia's international support as of 3 March 2020. It does not provide dollar figures. https://web.archive.org/web/20200528213730/https://www.foreignminister.gov.au/minister/marise-payne/media-release/coronavirus-assistance-pacific-and-timor-leste,2.00,1,"This article criticises the government for being slow to engage a creative agency to undertake a campaign. It says a spokesperson for the Health Minister ""conceded"" that the national campaign began on 3 March 2020. [NB government put out public health messages before this date] https://web.archive.org/web/20200722141301/https://www.theguardian.com/world/2020/mar/16/australian-government-did-not-commission-coronavirus-campaign-until-a-month-after-first-case",1.00,,2.00,"""Most Australian states are still conducting testing as needed. If a suspected case is found, the state health department will undertake contact tracing and testing as required, while possible cases who self-identify based on travel history are tested at general practices or in emergency departments."" This indicates that on March 3, contact tracing was done for every confirmed case throughout Australia; https://web.archive.org/web/20200516193020/https://www1.racgp.org.au/newsgp/clinical/should-australia-be-testing-more-broadly-for-the-c",0.0,,0.0,,,,33,1,19.44
Australia,AUS,2020-03-04,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,3.00,,0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,41,1,19.44
Australia,AUS,2020-03-05,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,3.00,Australia puts travel ban on South Korea. Source:  https://www.smh.com.au/politics/federal/australia-puts-travel-ban-on-south-korea-enhanced-screening-on-italy-20200305-p54770.html,0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,52,2,19.44
Australia,AUS,2020-03-06,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,3.00,,0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,59,2,19.44
Australia,AUS,2020-03-07,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,3.00,,0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,63,2,19.44
Australia,AUS,2020-03-08,0.00,,,0.00,,,0.00,,,0.00,,"Statement by the Australian Health Protection Principal Committee on 8 March 2020: ""At this time the AHPPC consider that public events should proceed, but strongly recommend that people that are unwell with cough or fever or other respiratory symptoms should not attend public events or gatherings. This is particularly so for people who have recently travelled from overseas."" Archived: http://web.archive.org/web/20200430215453/https://www.health.gov.au/news/australian-health-protection-principal-committee-ahppc-coronavirus-covid-19-statement-on-8-march-2020-0",0.00,,,0.00,,,0.00,,,3.00,,0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,74,3,19.44
Australia,AUS,2020-03-09,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,3.00,,0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,80,3,19.44
Australia,AUS,2020-03-10,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,3.00,,0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,100,3,19.44
Australia,AUS,2020-03-11,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,3.00,Australia bans travellers from Italy https://www.brisbanetimes.com.au/politics/federal/australia-extends-coronavirus-travel-ban-to-italy-20200311-p548x4.html,0.00,,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,1561787799.0,"The Australian Government has unveiled a comprehensive $2.4 billion health package to protect all Australians, including vulnerable groups such as the elderly, those with chronic conditions and Indigenous communities, from the coronavirus (COVID-19). The package provides unprecedented support across primary care, aged care, hospitals, research and the national medical stockpile.  https://web.archive.org/web/20200722121548/https://www.pm.gov.au/media/24-billion-health-plan-fight-covid-19",0.0,,,,112,3,19.44
Australia,AUS,2020-03-12,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,3.00,,1.00,0,https://www.dss.gov.au/about-the-department/coronavirus-covid-19-information-and-support.Government announced it will provide an Economic Support payment of $750 to approximately 6.8 million existing payment recipients and concession card holders that are eligible as at 12 March 202,0.00,,11046974400.0,"The Federal Government has announced a $17.6 billion economic stimulus package in a bid to keep Australians in jobs as the economy takes a hit from the spread of coronavirus.  https://web.archive.org/web/20200723073157/https://www.abc.net.au/news/2020-03-12/federal-government-coronavirus-economic-stimulus/12042972    Exchange on 12 March, 1 AUD = 0.627669 USD  https://www.x-rates.com/historical/?from=AUD&amount=1&date=2020-03-12",0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,126,3,19.44
Australia,AUS,2020-03-13,0.00,,,0.00,,,0.00,,Recommendations on public gatherings to come into effect as of 16 March https://web.archive.org/save/https://www.pm.gov.au/media/advice-coronavirus,0.00,,"Prime Minister's statement of March 13, 2020 forecasts that the government will ""provide public advice against holding non-essential, organised public gatherings of more than 500 people from Monday 16th March 2020."" Archived: http://web.archive.org/web/20200430221519/https://www.pm.gov.au/media/advice-coronavirus",0.00,,,0.00,,,0.00,,,3.00,,1.00,0,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,Differs by state/territory. State of Queensland has comprehensive contact tracing; further information: https://web.archive.org/web/20200402210612/https://www.qld.gov.au/health/conditions/health-alerts/coronavirus-covid-19/take-action/contact-tracing  ,0.0,,0.0,,,,156,3,19.44
Australia,AUS,2020-03-14,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,3.00,,1.00,0,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,197,3,19.44
Australia,AUS,2020-03-15,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,3.00,,1.00,0,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,249,3,19.44
Australia,AUS,2020-03-16,0.00,,,0.00,,,1.00,1,"Advice applies to all of Australia.  Based on the expert medical advice of the Australian Health Protection Principal Committee (AHPPC), Commonwealth, State and Territory governments have agreed to provide public advice against holding non-essential, organised public gatherings of more than 500 people from Monday 16th March 2020. The recommendation to advise against non-essential, organised public gatherings of more than 500 people is precautionary and designed to reduce community transmission of COVID-19 in Australia. https://web.archive.org/save/https://www.pm.gov.au/media/advice-coronavirus",2.00,1,"Prime Minister's statement of 16 March 2020: ""The National Cabinet also endorsed the advice of the AHPPC [Australian Health Protection Principal Committee] to further introduce social distancing measures. This includes the requirement that non-essential, organised public gatherings of more than 500 people should not occur."" Archived: http://web.archive.org/web/20200430221036/https://www.pm.gov.au/media/coronavirus-measures-endorsed-national-cabinet",0.00,,,0.00,,,0.00,,,3.00,All overseas arrivals to self-isolate for 14 days: https://www.health.gov.au/sites/default/files/documents/2020/03/coronavirus-covid-19-what-you-need-to-know_2.pdf,1.00,0,,0.00,,0.0,,0.0,,2.00,1,,1.00,See criteria at: https://web.archive.org/web/20200316133831/https://www.health.gov.au/news/health-alerts/novel-coronavirus-2019-ncov-health-alert/what-you-need-to-know-about-coronavirus-covid-19,2.00,,0.0,,0.0,,,,298,5,30.56
Australia,AUS,2020-03-17,0.00,,Some private schools closing: https://www.theguardian.com/australia-news/2020/mar/17/coronavirus-school-closures-dozens-of-australian-private-schools-move-to-online-learning,0.00,,,1.00,1,,2.00,1,,0.00,,,0.00,,,0.00,,,3.00,,1.00,0,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,375,5,30.56
Australia,AUS,2020-03-18,0.00,,The National Cabinet has accepted the advice of the AHPPC that schools should remain open at this time: https://www.pm.gov.au/media/update-coronavirus-measures,0.00,,,2.00,1,"The National Cabinet has accepted the Australian Health Protection Principal Committee (AHPPC) advice that non-essential indoor gatherings of greater than 100 people (including staff) will no longer be permitted from Wednesday 18 March 2020. https://www.pm.gov.au/media/update-coronavirus-measures This does not apply to essential activities such as public transportation facilities, medical and health care facilities, pharmacies, emergency service facilities, correctional facilities, youth justice centres or other places of custody, courts or tribunals, Parliaments, food markets, supermarkets and grocery stores, shopping centres, office buildings, factories, construction sites, and mining sites, where it is necessary for their normal operation (although other social distancing and hygiene practices may be required in these settings).",2.00,1,"Prime Minister's statement: ""The National Cabinet has accepted the Australian Health Protection Principal Committee (AHPPC) advice that non-essential indoor gatherings of greater than 100 people (including staff) will no longer be permitted from Wednesday 18 March 2020."" NB No change to the restriction on outdoor gatherings, at this point, a maximum of 500 people. Archived: http://web.archive.org/web/20200430222126/https://www.pm.gov.au/media/update-coronavirus-measures",0.00,,"National Cabinet agreed that public transport is essential and that AHPPC advice should apply in relation to public transport (trains, trams, buses, ferries), taxi and ride share vehicles and transport of vulnerable populations, with particular attention given to cleaning and hygiene.  National Cabinet agreed that domestic air travel is low risk. The issue of where people are travelling to and sensitive locations where travel should be restricted, will be developed with advice of states and territories.   Source: https://web.archive.org/web/20200709113331/https://www.pm.gov.au/media/update-coronavirus-measures",0.00,,,0.00,,,3.00,"Advice to all Australians - regardless of your destination, age or health - is do not travel overseas at this time. This our highest travel advice setting – Level 4 of 4. We also now advise Australians who are overseas who wish to return to Australia, to do so as soon as possible by commercial means. Commercial options may quickly become limited. Anyone arriving in Australia from overseas, including Australians citizens and permanent residents, will be required to self-isolate for 14 days from the date of arrival. https://www.pm.gov.au/media/update-coronavirus-measures",1.00,0,,0.00,,,"Aviation industry funding: The total cost of the measures are estimated to be AUD$715 million, with an upfront estimated benefit of $159 million to our airlines for reimbursement of applicable charges paid by domestic airlines since 1 February 2020. https://www.pm.gov.au/media/update-coronavirus-measures",0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,454,5,36.11
Australia,AUS,2020-03-19,0.00,,,0.00,,,2.00,1,,2.00,1,,0.00,,,0.00,,,2.00,0,Tasmania announces border controls from 21 March - arrivals to self-isolate for 14 days: https://www.theguardian.com/australia-news/2020/mar/19/tasmania-effectively-closes-borders-to-mainland-australia-in-response-to-coronavirus,3.00,"Australia is closing its borders to all non-citizens and non-residents. The entry ban takes effect from 9pm AEDT Friday, 20 March 2020, with exemptions only for Australian citizens, permanent residents and their immediate family, including spouses, legal guardians and dependants: https://www.pm.gov.au/media/border-restrictions",1.00,0,,0.00,,0.0,,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,565,6,44.44
Australia,AUS,2020-03-20,0.00,,,0.00,,,2.00,1,Indoor gatherings of fewer than 100 people and outdoor gatherings of fewer than 500 people may proceed provided there is sufficient space for social distancing. Space requirements set out at: https://www.pm.gov.au/media/update-coronavirus-measures-0,2.00,1,,0.00,,,0.00,,,2.00,0,,4.00,"PM statement of 19 March 2020: Australia is closing its borders to all non-citizens and non-residents.  The entry ban takes effect from 9pm AEDT Friday, 20 March 2020, with exemptions only for Australian citizens, permanent residents and their immediate family, including spouses, legal guardians and dependants. Archived statement: https://web.archive.org/web/20200510205042/https://www.pm.gov.au/media/border-restrictions",1.00,0,,0.00,,,AUD$444.6 million worth of funding from the Commonwealth Government for aged care. https://www.pm.gov.au/media/update-coronavirus-measures-0,0.0,,2.00,1,,1.00,,2.00,,0.0,,0.0,,,,709,6,47.22
